Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,N,P,K,Crop_Yield,Soil_Quality
2016-06-04,Tomato,Sandy,6.75,37.18204333769050,62.81795666230950,50.0,36.0,30.0,0.0,33.83333333333330
2016-06-04,Potato,Loamy,6.5,36.02098734307040,63.97901265692960,77.0,60.0,45.0,0.0,60.666666666666700
2016-06-04,Sunflower,Peaty,5.5,36.96655346776220,63.03344653223780,55.0,49.50000000000000,38.5,0.0,23.833333333333300
2016-06-05,Wheat,Loamy,6.5,32.19474603340110,67.80525396659890,77.0,60.0,45.0,0.0,60.666666666666700
2016-06-05,Corn,Clay,6.25,28.305512548447900,71.6944874515521,72.0,55.00000000000000,40.0,13.042259560943800,48.70833333333330
2016-06-05,Rice,Peaty,5.5,38.91920676358080,61.08079323641920,71.5,54.0,38.5,0.0,27.333333333333300
2016-06-05,Barley,Saline,8.0,34.92214232227030,65.07785767772970,65.0,55.0,45.0,0.0,13.75
2016-06-05,Soybean,Sandy,6.75,42.42160920757340,57.57839079242660,45.0,40.0,33.0,0.0,34.41666666666670
2016-06-05,Cotton,Sandy,6.75,31.108530093710700,68.89146990628930,55.00000000000000,44.0,36.0,0.0,39.375
2016-06-05,Sugarcane,Saline,8.0,44.75303138593010,55.24696861406990,84.5,66.0,54.0,0.0,17.041666666666700
2016-06-05,Tomato,Saline,8.0,35.220264223755800,64.77973577624420,65.0,49.5,45.0,0.0,13.291666666666700
2016-06-05,Potato,Saline,8.0,36.91655899970980,63.08344100029020,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-05,Sunflower,Clay,6.25,34.678705373751700,65.32129462624830,60.0,55.00000000000000,44.0,0.0,46.375
2016-06-06,Wheat,Saline,8.0,41.17614888996560,58.82385111003440,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-06,Corn,Saline,8.0,34.37221239645240,65.62778760354760,78.0,60.50000000000000,45.0,0.0,15.291666666666700
2016-06-06,Rice,Clay,6.25,33.287847604115700,66.71215239588440,78.0,60.0,44.0,12.598227425853600,53.08333333333330
2016-06-06,Barley,Peaty,5.5,29.342606570946100,70.65739342905390,55.0,45.0,35.0,3.565647623016860,22.5
2016-06-06,Soybean,Clay,6.25,41.55550821139410,58.44449178860590,54.0,50.0,44.0,0.0,43.16666666666670
2016-06-06,Cotton,Peaty,5.5,32.1314479825488,67.86855201745120,60.50000000000000,49.50000000000000,42.0,0.0,25.333333333333300
2016-06-06,Sugarcane,Peaty,5.5,41.9577182520645,58.0422817479355,71.5,54.0,42.0,0.0,27.916666666666700
2016-06-06,Tomato,Peaty,5.5,22.777105491325400,77.22289450867460,55.0,40.5,35.0,40.18185203143580,21.75
2016-06-06,Potato,Saline,8.0,30.565309899357300,69.43469010064270,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-06,Sunflower,Peaty,5.5,30.791724666880200,69.20827533311980,55.0,49.50000000000000,38.5,0.0,23.833333333333300
2016-06-07,Wheat,Peaty,5.5,40.19219514225640,59.80780485774360,60.50000000000000,45.0,31.5,0.0,22.833333333333300
2016-06-07,Corn,Sandy,6.75,31.54018496942220,68.45981503057790,60.0,44.0,30.0,0.0,39.08333333333330
2016-06-07,Rice,Loamy,6.5,35.557122741682000,64.44287725831800,91.0,72.0,55.00000000000000,0.0,72.66666666666670
2016-06-07,Barley,Saline,8.0,30.82502702926190,69.17497297073810,65.0,55.0,45.0,0.0,13.75
2016-06-07,Soybean,Loamy,6.5,42.29173351480190,57.70826648519820,63.0,60.0,55.00000000000000,0.0,59.333333333333300
2016-06-07,Cotton,Saline,8.0,39.46623422497220,60.53376577502780,71.5,60.50000000000000,54.0,0.0,15.5
2016-06-07,Sugarcane,Sandy,6.75,35.78235339546240,64.21764660453760,65.0,48.0,36.0,0.0,43.45833333333330
2016-06-07,Tomato,Loamy,6.5,34.051884155009600,65.94811584499040,70.0,54.0,50.0,7.263065349025940,58.0
2016-06-07,Potato,Saline,8.0,35.64284536437430,64.35715463562570,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-07,Sunflower,Sandy,6.75,33.319579929353900,66.68042007064610,50.0,44.0,33.0,0.0,37.04166666666670
2016-06-08,Wheat,Peaty,5.5,25.1328831543706,74.8671168456294,60.50000000000000,45.0,31.5,24.0092355818271,22.833333333333300
2016-06-08,Corn,Saline,8.0,40.08510760800810,59.91489239199190,78.0,60.50000000000000,45.0,0.0,15.291666666666700
2016-06-08,Rice,Sandy,6.75,34.52125519873780,65.47874480126220,65.0,48.0,33.0,2.7920532896690400,42.58333333333330
2016-06-08,Barley,Saline,8.0,38.572352623128300,61.427647376871700,65.0,55.0,45.0,0.0,13.75
2016-06-08,Soybean,Clay,6.25,32.48711100082270,67.51288899917730,54.0,50.0,44.0,0.0,43.16666666666670
2016-06-08,Cotton,Clay,6.25,33.00752823078600,66.99247176921400,66.0,55.00000000000000,48.0,0.0,49.29166666666670
2016-06-08,Sugarcane,Loamy,6.5,35.21878824001090,64.78121175998910,91.0,72.0,60.0,0.0,74.33333333333330
2016-06-08,Tomato,Loamy,6.5,39.25614602085640,60.74385397914360,70.0,54.0,50.0,0.0,58.0
2016-06-08,Potato,Saline,8.0,31.948734199290300,68.05126580070970,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-08,Sunflower,Peaty,5.5,28.69152142519390,71.30847857480610,55.0,49.50000000000000,38.5,5.76349688164009,23.833333333333300
2016-06-09,Wheat,Sandy,6.75,38.24812903281530,61.75187096718470,55.00000000000000,40.0,27.0,0.0,35.58333333333330
2016-06-09,Corn,Saline,8.0,25.034910888879600,74.96508911112040,78.0,60.50000000000000,45.0,31.063146589324300,15.291666666666700
2016-06-09,Rice,Clay,6.25,29.818648099992100,70.18135190000790,78.0,60.0,44.0,43.524016800793700,53.08333333333330
2016-06-09,Barley,Clay,6.25,31.417173727808700,68.58282627219130,60.0,50.0,40.0,0.0,43.75
2016-06-09,Soybean,Sandy,6.75,29.13243118906350,70.86756881093650,45.0,40.0,33.0,4.530678952051420,34.41666666666670
2016-06-09,Cotton,Peaty,5.5,24.20877158403730,75.79122841596280,60.50000000000000,49.50000000000000,42.0,33.96637338337830,25.333333333333300
2016-06-09,Sugarcane,Saline,8.0,31.67547692806460,68.32452307193550,84.5,66.0,54.0,19.01732207622180,17.041666666666700
2016-06-09,Tomato,Sandy,6.75,25.87880625571700,74.12119374428300,50.0,36.0,30.0,53.49682188429420,33.83333333333330
2016-06-09,Potato,Sandy,6.75,33.49798020740610,66.50201979259390,55.00000000000000,40.0,27.0,0.0,35.58333333333330
2016-06-09,Sunflower,Clay,6.25,29.128888590265800,70.87111140973420,60.0,55.00000000000000,44.0,5.614793461452090,46.375
2016-06-10,Wheat,Clay,6.25,40.49946081629630,59.50053918370370,66.0,50.0,36.0,0.0,44.33333333333330
2016-06-10,Corn,Peaty,5.5,41.54465609464330,58.45534390535670,66.0,49.50000000000000,35.0,0.0,25.083333333333300
2016-06-10,Rice,Clay,6.25,36.697683617076600,63.302316382923400,78.0,60.0,44.0,0.0,53.08333333333330
2016-06-10,Barley,Clay,6.25,39.7838797185085,60.2161202814915,60.0,50.0,40.0,0.0,43.75
2016-06-10,Soybean,Saline,8.0,30.024743212914100,69.97525678708590,58.5,55.0,49.50000000000000,0.0,13.583333333333300
2016-06-10,Cotton,Sandy,6.75,35.36762538792140,64.63237461207860,55.00000000000000,44.0,36.0,0.0,39.375
2016-06-10,Sugarcane,Loamy,6.5,36.693519299701900,63.306480700298100,91.0,72.0,60.0,0.0,74.33333333333330
2016-06-10,Tomato,Loamy,6.5,27.94466196166200,72.05533803833800,70.0,54.0,50.0,51.27831147945640,58.0
2016-06-10,Potato,Saline,8.0,28.322847012015100,71.67715298798490,71.5,55.0,40.5,10.576222068939200,13.916666666666700
2016-06-10,Sunflower,Peaty,5.5,35.248540722766600,64.75145927723340,55.0,49.50000000000000,38.5,0.0,23.833333333333300
2016-06-11,Wheat,Saline,8.0,37.58662125577030,62.41337874422970,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-11,Corn,Peaty,5.5,36.79791084897920,63.20208915102080,66.0,49.50000000000000,35.0,0.0,25.083333333333300
2016-06-11,Rice,Saline,8.0,41.424516608688600,58.575483391311400,84.5,66.0,49.50000000000000,0.0,16.666666666666700
2016-06-11,Barley,Clay,6.25,38.45179042444430,61.54820957555570,60.0,50.0,40.0,0.0,43.75
2016-06-11,Soybean,Saline,8.0,41.61700139128750,58.38299860871250,58.5,55.0,49.50000000000000,0.0,13.583333333333300
2016-06-11,Cotton,Saline,8.0,41.24578531359950,58.75421468640050,71.5,60.50000000000000,54.0,0.0,15.5
2016-06-11,Sugarcane,Peaty,5.5,41.6178298376483,58.3821701623517,71.5,54.0,42.0,0.0,27.916666666666700
2016-06-11,Tomato,Clay,6.25,35.226368650121300,64.77363134987870,60.0,45.0,40.0,0.0,42.29166666666670
2016-06-11,Potato,Loamy,6.5,38.217124286813900,61.782875713186100,77.0,60.0,45.0,0.0,60.666666666666700
2016-06-11,Sunflower,Peaty,5.5,29.931856562627200,70.06814343737280,55.0,49.50000000000000,38.5,0.35529477064862200,23.833333333333300
2016-06-12,Wheat,Sandy,6.75,32.52665971049800,67.47334028950200,55.00000000000000,40.0,27.0,0.0,35.58333333333330
2016-06-12,Corn,Clay,6.25,35.29852219686190,64.70147780313820,72.0,55.00000000000000,40.0,0.0,48.70833333333330
2016-06-12,Rice,Saline,8.0,38.30363422614130,61.69636577385870,84.5,66.0,49.50000000000000,0.0,16.666666666666700
2016-06-12,Barley,Clay,6.25,38.34981814069090,61.65018185930910,60.0,50.0,40.0,0.0,43.75
2016-06-12,Soybean,Sandy,6.75,39.52634563908340,60.47365436091660,45.0,40.0,33.0,0.0,34.41666666666670
2016-06-12,Cotton,Sandy,6.75,31.02724275268000,68.97275724732,55.00000000000000,44.0,36.0,0.0,39.375
2016-06-12,Sugarcane,Loamy,6.5,37.08877708085830,62.91122291914170,91.0,72.0,60.0,0.0,74.33333333333330
2016-06-12,Tomato,Sandy,6.75,31.860114918244500,68.13988508175560,50.0,36.0,30.0,14.59166486522080,33.83333333333330
2016-06-12,Potato,Peaty,5.5,36.684354199897600,63.315645800102400,60.50000000000000,45.0,31.5,0.0,22.833333333333300
2016-06-12,Sunflower,Sandy,6.75,37.50300668574650,62.49699331425350,50.0,44.0,33.0,0.0,37.04166666666670
2016-06-13,Wheat,Saline,8.0,41.475963038409400,58.524036961590600,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-13,Corn,Loamy,6.5,35.86113566230710,64.13886433769290,84.0,66.0,50.0,0.0,66.66666666666670
2016-06-13,Rice,Clay,6.25,33.83462912113520,66.16537087886480,78.0,60.0,44.0,9.218432434656120,53.08333333333330
2016-06-13,Barley,Loamy,6.5,36.79631351547500,63.20368648452500,70.0,60.0,50.0,0.0,60.0
2016-06-13,Soybean,Loamy,6.5,40.41961172713790,59.58038827286210,63.0,60.0,55.00000000000000,0.0,59.333333333333300
2016-06-13,Cotton,Peaty,5.5,39.577441214194000,60.422558785806000,60.50000000000000,49.50000000000000,42.0,0.0,25.333333333333300
2016-06-13,Sugarcane,Clay,6.25,35.62998704613690,64.3700129538631,78.0,60.0,48.0,0.0,54.25
2016-06-13,Tomato,Saline,8.0,32.78373970806930,67.21626029193080,65.0,49.5,45.0,11.81136993548270,13.291666666666700
2016-06-13,Potato,Saline,8.0,35.339845304493100,64.6601546955069,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-13,Sunflower,Peaty,5.5,34.86686058342500,65.13313941657500,55.0,49.50000000000000,38.5,0.0,23.833333333333300
2016-06-14,Wheat,Sandy,6.75,31.279340473895700,68.72065952610430,55.00000000000000,40.0,27.0,0.0,35.58333333333330
2016-06-14,Corn,Loamy,6.5,33.77959318967360,66.22040681032640,84.0,66.0,50.0,0.0,66.66666666666670
2016-06-14,Rice,Clay,6.25,33.93002475459220,66.06997524540780,78.0,60.0,44.0,8.770286075355950,53.08333333333330
2016-06-14,Barley,Sandy,6.75,37.30514174267170,62.69485825732830,50.0,40.0,30.0,0.0,35.0
2016-06-14,Soybean,Clay,6.25,28.292347145867700,71.70765285413230,54.0,50.0,44.0,11.997991178629100,43.16666666666670
2016-06-14,Cotton,Saline,8.0,38.487737674392800,61.512262325607200,71.5,60.50000000000000,54.0,0.0,15.5
2016-06-14,Sugarcane,Saline,8.0,40.44810199169620,59.55189800830380,84.5,66.0,54.0,0.0,17.041666666666700
2016-06-14,Tomato,Peaty,5.5,29.379419549397700,70.62058045060230,55.0,40.5,35.0,22.524269275531400,21.75
2016-06-14,Potato,Saline,8.0,41.03093768853480,58.96906231146520,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-14,Sunflower,Loamy,6.5,33.25998689726250,66.74001310273760,70.0,66.0,55.00000000000000,0.0,63.666666666666700
2016-06-15,Wheat,Saline,8.0,48.78862962112800,51.21137037887210,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-15,Corn,Saline,8.0,31.513827415746500,68.48617258425350,78.0,60.50000000000000,45.0,0.0,15.291666666666700
2016-06-15,Rice,Sandy,6.75,34.56006966294300,65.43993033705700,65.0,48.0,33.0,2.469954893176230,42.58333333333330
2016-06-15,Barley,Loamy,6.5,29.220202067847800,70.77979793215220,70.0,60.0,50.0,5.645493669799520,60.0
2016-06-15,Soybean,Saline,8.0,28.491448929889700,71.50855107011030,58.5,55.0,49.50000000000000,8.229041175354570,13.583333333333300
2016-06-15,Cotton,Sandy,6.75,30.23555371661960,69.76444628338040,55.00000000000000,44.0,36.0,0.0,39.375
2016-06-15,Sugarcane,Clay,6.25,27.540510765449200,72.45948923455080,78.0,60.0,48.0,70.77987272730970,54.25
2016-06-15,Tomato,Peaty,5.5,28.170609216711000,71.82939078328900,55.0,40.5,35.0,35.28082324837230,21.75
2016-06-15,Potato,Saline,8.0,30.941741368344100,69.05825863165590,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-15,Sunflower,Saline,8.0,39.64215652634860,60.35784347365140,65.0,60.50000000000000,49.50000000000000,0.0,14.583333333333300
2016-06-16,Wheat,Clay,6.25,38.05647611606320,61.94352388393690,66.0,50.0,36.0,0.0,44.33333333333330
2016-06-16,Corn,Loamy,6.5,31.83961809068560,68.16038190931440,84.0,66.0,50.0,0.0,66.66666666666670
2016-06-16,Rice,Sandy,6.75,31.104142555609000,68.89585744439100,65.0,48.0,33.0,24.44124349212200,42.58333333333330
2016-06-16,Barley,Peaty,5.5,31.289555858148400,68.71044414185160,55.0,45.0,35.0,0.0,22.5
2016-06-16,Soybean,Saline,8.0,36.44858979375720,63.55141020624280,58.5,55.0,49.50000000000000,0.0,13.583333333333300
2016-06-16,Cotton,Sandy,6.75,33.38435830957700,66.61564169042300,55.00000000000000,44.0,36.0,0.0,39.375
2016-06-16,Sugarcane,Sandy,6.75,28.481404180464900,71.51859581953510,65.0,48.0,36.0,41.64890137596300,43.45833333333330
2016-06-16,Tomato,Sandy,6.75,42.26740446001610,57.73259553998390,50.0,36.0,30.0,0.0,33.83333333333330
2016-06-16,Potato,Peaty,5.5,36.560664865096800,63.439335134903200,60.50000000000000,45.0,31.5,0.0,22.833333333333300
2016-06-16,Sunflower,Saline,8.0,38.18942687021940,61.81057312978060,65.0,60.50000000000000,49.50000000000000,0.0,14.583333333333300
2016-06-17,Wheat,Sandy,6.75,33.45192575284180,66.54807424715820,55.00000000000000,40.0,27.0,0.0,35.58333333333330
2016-06-17,Corn,Clay,6.25,36.91312062014530,63.08687937985470,72.0,55.00000000000000,40.0,0.0,48.70833333333330
2016-06-17,Rice,Peaty,5.5,39.93534622137610,60.06465377862390,71.5,54.0,38.5,0.0,27.333333333333300
2016-06-17,Barley,Sandy,6.75,38.31444008137520,61.68555991862480,50.0,40.0,30.0,0.0,35.0
2016-06-17,Soybean,Peaty,5.5,39.59015924363780,60.40984075636220,49.5,45.0,38.5,0.0,22.166666666666700
2016-06-17,Cotton,Sandy,6.75,36.066786432486400,63.933213567513600,55.00000000000000,44.0,36.0,0.0,39.375
2016-06-17,Sugarcane,Sandy,6.75,38.50564899081200,61.49435100918810,65.0,48.0,36.0,0.0,43.45833333333330
2016-06-17,Tomato,Sandy,6.75,42.851461491371900,57.148538508628100,50.0,36.0,30.0,0.0,33.83333333333330
2016-06-17,Potato,Saline,8.0,32.19509146269360,67.80490853730640,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-17,Sunflower,Peaty,5.5,31.435253497705600,68.56474650229440,55.0,49.50000000000000,38.5,0.0,23.833333333333300
2016-06-18,Wheat,Peaty,5.5,28.996425107632900,71.00357489236710,60.50000000000000,45.0,31.5,5.440170475737530,22.833333333333300
2016-06-18,Corn,Clay,6.25,32.48325690340480,67.51674309659520,72.0,55.00000000000000,40.0,0.0,48.70833333333330
2016-06-18,Rice,Saline,8.0,35.75101434650010,64.24898565349990,84.5,66.0,49.50000000000000,0.0,16.666666666666700
2016-06-18,Barley,Saline,8.0,29.745834125272200,70.25416587472780,65.0,55.0,45.0,1.2858016897042700,13.75
2016-06-18,Soybean,Sandy,6.75,40.41635599518240,59.58364400481760,45.0,40.0,33.0,0.0,34.41666666666670
2016-06-18,Cotton,Saline,8.0,45.08685236197840,54.91314763802160,71.5,60.50000000000000,54.0,0.0,15.5
2016-06-18,Sugarcane,Saline,8.0,38.12942341088470,61.87057658911540,84.5,66.0,54.0,0.0,17.041666666666700
2016-06-18,Tomato,Loamy,6.5,40.93155774125810,59.06844225874190,70.0,54.0,50.0,0.0,58.0
2016-06-18,Potato,Saline,8.0,36.00143220730900,63.99856779269100,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-18,Sunflower,Saline,8.0,27.946939969406900,72.05306003059310,65.0,60.50000000000000,49.50000000000000,12.568285520112900,14.583333333333300
2016-06-19,Wheat,Peaty,5.5,34.020003284149300,65.97999671585070,60.50000000000000,45.0,31.5,0.0,22.833333333333300
2016-06-19,Corn,Saline,8.0,30.57267186934440,69.42732813065560,78.0,60.50000000000000,45.0,0.0,15.291666666666700
2016-06-19,Rice,Sandy,6.75,37.76314425461760,62.23685574538240,65.0,48.0,33.0,0.0,42.58333333333330
2016-06-19,Barley,Loamy,6.5,33.52144526669720,66.47855473330280,70.0,60.0,50.0,0.0,60.0
2016-06-19,Soybean,Sandy,6.75,34.88064465626520,65.11935534373490,45.0,40.0,33.0,0.0,34.41666666666670
2016-06-19,Cotton,Peaty,5.5,31.2231066662755,68.7768933337245,60.50000000000000,49.50000000000000,42.0,0.0,25.333333333333300
2016-06-19,Sugarcane,Saline,8.0,31.77239900304110,68.22760099695890,84.5,66.0,54.0,22.26486442351130,17.041666666666700
2016-06-19,Tomato,Clay,6.25,40.254517464415400,59.745482535584600,60.0,45.0,40.0,0.0,42.29166666666670
2016-06-19,Potato,Sandy,6.75,28.857643666392100,71.1423563336079,55.00000000000000,40.0,27.0,5.41179239162786,35.58333333333330
2016-06-19,Sunflower,Sandy,6.75,33.70631549085600,66.29368450914400,50.0,44.0,33.0,0.0,37.04166666666670
2016-06-20,Wheat,Peaty,5.5,40.13547934842020,59.86452065157980,60.50000000000000,45.0,31.5,0.0,22.833333333333300
2016-06-20,Corn,Saline,8.0,31.322549546537200,68.67745045346280,78.0,60.50000000000000,45.0,0.0,15.291666666666700
2016-06-20,Rice,Clay,6.25,35.47782865926890,64.52217134073110,78.0,60.0,44.0,0.0,53.08333333333330
2016-06-20,Barley,Peaty,5.5,30.768664890663900,69.2313351093361,55.0,45.0,35.0,0.0,22.5
2016-06-20,Soybean,Peaty,5.5,35.75073330669050,64.2492666933095,49.5,45.0,38.5,0.0,22.166666666666700
2016-06-20,Cotton,Peaty,5.5,36.006401448839600,63.993598551160400,60.50000000000000,49.50000000000000,42.0,0.0,25.333333333333300
2016-06-20,Sugarcane,Loamy,6.5,33.790810875213900,66.20918912478610,91.0,72.0,60.0,11.580288303859500,74.33333333333330
2016-06-20,Tomato,Loamy,6.5,27.173561198474300,72.82643880152570,70.0,54.0,50.0,69.28520836804180,58.0
2016-06-20,Potato,Saline,8.0,31.29699176912080,68.70300823087930,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-20,Sunflower,Loamy,6.5,25.54453371173880,74.45546628826120,70.0,66.0,55.00000000000000,42.42391118938990,63.666666666666700
2016-06-21,Wheat,Peaty,5.5,28.687420953657500,71.31257904634250,60.50000000000000,45.0,31.5,8.556105583924650,22.833333333333300
2016-06-21,Corn,Loamy,6.5,27.140669058516200,72.85933094148380,84.0,66.0,50.0,29.333781529471300,66.66666666666670
2016-06-21,Rice,Peaty,5.5,34.92872494846440,65.07127505153560,71.5,54.0,38.5,0.41506443831248500,27.333333333333300
2016-06-21,Barley,Loamy,6.5,29.24805707941380,70.7519429205862,70.0,60.0,50.0,7.150671103081010,60.0
2016-06-21,Soybean,Clay,6.25,26.41611509665570,73.58388490334430,54.0,50.0,44.0,24.803719336092100,43.16666666666670
2016-06-21,Cotton,Saline,8.0,36.87659223142370,63.12340776857640,71.5,60.50000000000000,54.0,0.0,15.5
2016-06-21,Sugarcane,Loamy,6.5,39.601730051759600,60.398269948240400,91.0,72.0,60.0,0.0,74.33333333333330
2016-06-21,Tomato,Peaty,5.5,18.16097133532070,80.0,55.0,40.5,35.0,15.26161223550920,21.75
2016-06-21,Potato,Sandy,6.75,40.36569657908640,59.63430342091360,55.00000000000000,40.0,27.0,0.0,35.58333333333330
2016-06-21,Sunflower,Clay,6.25,31.87893162257960,68.12106837742040,60.0,55.00000000000000,44.0,0.0,46.375
2016-06-22,Wheat,Sandy,6.75,35.05451780669310,64.9454821933069,55.00000000000000,40.0,27.0,0.0,35.58333333333330
2016-06-22,Corn,Sandy,6.75,40.35487739675820,59.64512260324180,60.0,44.0,30.0,0.0,39.08333333333330
2016-06-22,Rice,Peaty,5.5,35.86898803873440,64.13101196126560,71.5,54.0,38.5,0.0,27.333333333333300
2016-06-22,Barley,Sandy,6.75,41.237614123547500,58.762385876452500,50.0,40.0,30.0,0.0,35.0
2016-06-22,Soybean,Saline,8.0,35.97597657055380,64.02402342944620,58.5,55.0,49.50000000000000,0.0,13.583333333333300
2016-06-22,Cotton,Clay,6.25,41.31821795184330,58.68178204815670,66.0,55.00000000000000,48.0,0.0,49.29166666666670
2016-06-22,Sugarcane,Saline,8.0,38.417612652854800,61.582387347145200,84.5,66.0,54.0,0.0,17.041666666666700
2016-06-22,Tomato,Sandy,6.75,37.78116607496140,62.21883392503860,50.0,36.0,30.0,0.0,33.83333333333330
2016-06-22,Potato,Saline,8.0,29.9008442958201,70.0991557041799,71.5,55.0,40.5,0.5555450902006860,13.916666666666700
2016-06-22,Sunflower,Sandy,6.75,34.06744245282200,65.932557547178,50.0,44.0,33.0,0.0,37.04166666666670
2016-06-23,Wheat,Saline,8.0,32.16926530070720,67.83073469929280,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-23,Corn,Loamy,6.5,26.602577708217700,73.39742229178230,84.0,66.0,50.0,32.247181489873500,66.66666666666670
2016-06-23,Rice,Clay,6.25,31.055138556975300,68.94486144302470,78.0,60.0,44.0,30.94323652140230,53.08333333333330
2016-06-23,Barley,Peaty,5.5,49.446133273753600,50.553866726246400,55.0,45.0,35.0,0.0,22.5
2016-06-23,Soybean,Clay,6.25,43.784273699810700,56.215726300189300,54.0,50.0,44.0,0.0,43.16666666666670
2016-06-23,Cotton,Clay,6.25,28.577172749609700,71.42282725039030,66.0,55.00000000000000,48.0,11.21994330111600,49.29166666666670
2016-06-23,Sugarcane,Peaty,5.5,32.888448465364600,67.11155153463540,71.5,54.0,42.0,11.300346588576700,27.916666666666700
2016-06-23,Tomato,Sandy,6.75,28.665925088031400,71.3340749119686,50.0,36.0,30.0,23.24610185197270,33.83333333333330
2016-06-23,Potato,Saline,8.0,37.92440685378160,62.07559314621840,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-23,Sunflower,Peaty,5.5,37.026266244047100,62.973733755952900,55.0,49.50000000000000,38.5,0.0,23.833333333333300
2016-06-24,Wheat,Peaty,5.5,36.80847549684840,63.19152450315160,60.50000000000000,45.0,31.5,0.0,22.833333333333300
2016-06-24,Corn,Sandy,6.75,30.22970328989850,69.77029671010150,60.0,44.0,30.0,0.0,39.08333333333330
2016-06-24,Rice,Sandy,6.75,31.782557731755900,68.21744226824410,65.0,48.0,33.0,21.013916227622300,42.58333333333330
2016-06-24,Barley,Peaty,5.5,37.418531473223100,62.581468526776900,55.0,45.0,35.0,0.0,22.5
2016-06-24,Soybean,Saline,8.0,37.686767398097600,62.313232601902400,58.5,55.0,49.50000000000000,0.0,13.583333333333300
2016-06-24,Cotton,Peaty,5.5,23.194503265510900,76.80549673448910,60.50000000000000,49.50000000000000,42.0,32.82360647645750,25.333333333333300
2016-06-24,Sugarcane,Saline,8.0,43.676137777592400,56.323862222407600,84.5,66.0,54.0,0.0,17.041666666666700
2016-06-24,Tomato,Saline,8.0,36.99372122449590,63.00627877550410,65.0,49.5,45.0,0.0,13.291666666666700
2016-06-24,Potato,Loamy,6.5,42.713743938678800,57.286256061321200,77.0,60.0,45.0,0.0,60.666666666666700
2016-06-24,Sunflower,Peaty,5.5,43.97785201389570,56.02214798610430,55.0,49.50000000000000,38.5,0.0,23.833333333333300
2016-06-25,Wheat,Saline,8.0,39.14326296362470,60.85673703637530,71.5,55.0,40.5,0.0,13.916666666666700
2016-06-25,Corn,Peaty,5.5,29.046382720680900,70.95361727931910,66.0,49.50000000000000,35.0,5.906481764646490,25.083333333333300
2016-06-25,Rice,Peaty,5.5,36.98673363269440,63.01326636730570,71.5,54.0,38.5,0.0,27.333333333333300
2016-06-25,Barley,Loamy,6.5,39.53881998984630,60.46118001015370,70.0,60.0,50.0,0.0,60.0
2016-06-25,Soybean,Clay,6.25,41.50006949194930,58.49993050805070,54.0,50.0,44.0,0.0,43.16666666666670
2016-06-25,Cotton,Peaty,5.5,37.96783678444150,62.03216321555850,60.50000000000000,49.50000000000000,42.0,0.0,25.333333333333300
2016-06-25,Sugarcane,Peaty,5.5,35.68941068149420,64.31058931850590,71.5,54.0,42.0,0.0,27.916666666666700
2016-06-25,Tomato,Saline,8.0,40.95124521079360,59.04875478920640,65.0,49.5,45.0,0.0,13.291666666666700
2016-06-25,Potato,Saline,8.0,27.888056477259000,72.11194352274100,71.5,55.0,40.5,12.681637352573200,13.916666666666700
2016-06-25,Sunflower,Sandy,6.75,40.30578520813020,59.69421479186980,50.0,44.0,33.0,0.0,37.04166666666670
2016-06-26,Wheat,Sandy,6.75,31.178349513171900,68.8216504868281,55.00000000000000,40.0,27.0,0.0,35.58333333333330
2016-06-26,Corn,Saline,8.0,36.10915614728910,63.89084385271090,78.0,60.50000000000000,45.0,0.0,15.291666666666700
2016-06-26,Rice,Clay,6.25,33.49151857326610,66.50848142673390,78.0,60.0,44.0,10.995674411992600,53.08333333333330
2016-06-26,Barley,Clay,6.25,39.77772774958910,60.22227225041090,60.0,50.0,40.0,0.0,43.75
2016-06-26,Soybean,Loamy,6.5,36.23532162566750,63.76467837433250,63.0,60.0,55.00000000000000,0.0,59.333333333333300
2016-06-26,Cotton,Loamy,6.5,33.4256296566347,66.5743703433653,77.0,66.0,60.0,0.0,67.66666666666670
2016-06-26,Sugarcane,Loamy,6.5,40.947992669123600,59.052007330876400,91.0,72.0,60.0,0.0,74.33333333333330
2016-06-26,Tomato,Clay,6.25,40.04113128188270,59.95886871811730,60.0,45.0,40.0,0.0,42.29166666666670
2016-06-26,Potato,Peaty,5.5,31.81116548064020,68.18883451935980,60.50000000000000,45.0,31.5,0.0,22.833333333333300
2016-06-26,Sunflower,Loamy,6.5,38.76872513136130,61.23127486863870,70.0,66.0,55.00000000000000,0.0,63.666666666666700
